id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
483,Association Of Unemployment With Medicaid Enrollment By Social Vulnerability In North Carolina During COVID-19,"Shafer, Paul R.; Anderson, David M.; Whitaker, Rebecca; Wong, Charlene A.; Wright, Brad",Public Health And Safety; Pandemics; Unemployment insurance; COVID-19; Health care industry; Medicaid; Insurance; Counties; Enrollments; Crises; Access; Coronaviruses; Government programs; Health insurance; Insurance coverage; Unemployed people; Economic hardship; Unemployment; Vulnerability; Coverage; Anniversaries; North Carolina; United States--US,2021,Health Affairs,10.1377/hlthaff.2021.00377,North Carolina,NA,County State,"Shafer, P. R., Anderson, D. M., Whitaker, R., Wong, C. A., & Wright, B. (2021). Association Of Unemployment With Medicaid Enrollment By Social Vulnerability In North Carolina During COVID-19. Health Affairs, 40(9), 1491–1500. https://doi.org/10.1377/hlthaff.2021.00377"
114,Another cause of disparities in patients with cirrhosis: The impact of neighborhood socioeconomic characteristics,"Fortune, B. E.; Verna, E.; Brown, R. S.; Sholle, E.; Rosenblatt, R.",adult; cancer model; cancer patient; chronic kidney failure; comorbidity; conference abstract; controlled study; decompensated liver cirrhosis; demography; diabetes mellitus; economic well-being; female; foreigner; gender; Gini coefficient; hospitalization; household income; human; icd-1 ; icd-9; insurance; liver cell carcinoma; liver graft; male; middle aged; mortality risk; neighborhood; New York; outcome assessment; poverty; race; retrospective study; Social Vulnerability Index; speech; tertiary care center; unemployment; sodium,2021,Hepatology,10.1002/hep.32188,New York,NA,Neighborhood,"Poster Abstracts. (2021). Hepatology, 74(S1), 157–1288. https://doi.org/10.1002/hep.32188"
286,Is Svi a Risk Factor for Sleep and Cardiometabolic Health among Blacks?,"Locklear, C.; Jin, P.; Seixas, A.; Briggs, A.; Rogers, A.; Turner, A.; Blanc, J.; Jean-Louis, G.",adult; Black person; conference abstract; controlled study; diabetes mellitus; diet; education; female; heart disease; home use apnea monitor; household; housing; human; hypertension; insomnia; language; major clinical study; male; middle aged; New York; obesity; questionnaire; resident; risk factor; self report; sleep disordered breathing; sleep quality; sleep time; social status; Social Vulnerability Index; unclassified drug,2022,Sleep,10.1093/sleep/zsac079.617,New York,NA,Tract,"Locklear, C., Jin, P., Seixas, A., Briggs, A., Rogers, A., Turner, A., Blanc, J., & Jean-Louis, G. (2022). 0620 Is SVI a Risk Factor for Sleep and Cardiometabolic Health Among Blacks? Sleep, 45(Supplement_1), A271–A272. https://doi.org/10.1093/sleep/zsac079.617"
381,Social Vulnerability Is Associated with Risk of COVID-19 Related Mortality in U.S. Counties with Confirmed Cases,"Freese, K. E.; Vega, A.; Lawrence, J. J.; Documet, P. I.","COVID-19[Mortality]; Centers for Disease Control and Prevention, U.S.; Health Status Disparities; Humans; Social Determinants of Health; Socioeconomic Factors; United States[Epidemiology]; Vulnerable Populations",2021,Journal of Health Care for the Poor & Underserved,10.1353/hpu.2021.0022,New York,NA,County,"Freese, K. E., Vega, A., Lawrence, J. J., & Documet, P. I. (2021). Social Vulnerability Is Associated with Risk of COVID-19 Related Mortality in U.S. Counties with Confirmed Cases. Journal of Health Care for the Poor and Underserved, 32(1), 245–257. https://doi.org/10.1353/hpu.2021.0022"
410,"Protective policies for all? An analysis of Covid-19 deaths and protective policies among low-, medium-, and high-vulnerability groups","Page-Tan, C.; Corbin, T. B.",COVID-19; Humans; Pandemics; Policy; SARS-CoV-2; Social Vulnerability; United States,2021,Disasters,10.1111/disa.12525,New York,NA,County State,"Page‐Tan, C., & Corbin, T. B. (2021). Protective policies for all? An analysis of Covid‐19 deaths and protective policies among low‐, medium‐, and high‐vulnerability groups. Disasters, 45(S1). Portico. https://doi.org/10.1111/disa.12525"
446,COVID-19 disproportionately impacts more vulnerable rural hospitals and communities,"Knocke, K.; Malone, T.; Thomas, S.; Friedman, H.; Planey, A.",adult; algorithm; conference abstract; coronavirus disease 2 19; disease control; female; financial distress; government; human; major clinical study; male; mortality rate; New York; reimbursement; rural health; rural hospital; social aspect; Social Vulnerability Index,2021,Health Services Research,10.1111/1475-6773.13840,New York,NA,Rural Community,"Knocke, K., Malone, T., Thomas, S., Friedman, H., & Planey, A. (2021). <scp>COVID</scp>‐19 Disproportionately Impacts More Vulnerable Rural Hospitals and Communities. Health Services Research, 56(S2), 84–84. Portico. https://doi.org/10.1111/1475-6773.13840"
461,Social Vulnerability Index and Surgical Management of Abnormal Uterine Bleeding in Reproductive-age Women,"Fakas, S.; Lu, A. M. R.; Shahani, D.; Blitz, M. J.; Rodriguez-Ayala, G.",Female; Humans; Hysterectomy[Methods]; Retrospective Studies; Social Vulnerability; Uterine Hemorrhage[Surgery]; Uterine Myomectomy[Methods]; Uterine Myomectomy,2022,Journal of Minimally Invasive Gynecology,10.1016/j.jmig.2022.06.003,New York,NA,Tract Neighborhood Community,"Fakas, S., Lu, A. M. R., Shahani, D., Blitz, M. J., & Rodriguez-Ayala, G. (2022). Social Vulnerability Index and Surgical Management of Abnormal Uterine Bleeding in Reproductive-age Women. Journal of Minimally Invasive Gynecology, 29(9), 1104–1109. https://doi.org/10.1016/j.jmig.2022.06.003"
474,COVID-19 in New Mexico Tribal Lands: Understanding the Role of Social Vulnerabilities and Historical Racisms,"Yellow Horse, A. J.; Deschine Parkhurst, N. A.; Huyser, K. R.",NA,2020,Frontiers in Sociology,10.3389/fsoc.2020.610355,New Mexico,NA,Tribal,"Yellow Horse, A. J., Deschine Parkhurst, N. A., & Huyser, K. R. (2020). COVID-19 in New Mexico Tribal Lands: Understanding the Role of Social Vulnerabilities and Historical Racisms. Frontiers in Sociology, 5. https://doi.org/10.3389/fsoc.2020.610355"
360,Family medicine provision of online medication abortion in three US states during COVID-19,"Godfrey, E. M.; Thayer, E. K.; Fiastro, A. E.; Aiken, A. R. A.; Gomperts, R.","Abortifacient Agents[Therapeutic Use]; Abortion, Induced[Psychology]; Abortion, Induced[Statistics & Numerical Data]; Adolescent; Adult; COVID-19[Prevention & Control]; COVID-19; Delivery of Health Care[Methods]; Drug Prescriptions; Family Practice[Methods]; Female; Gestational Age; Humans; Internet; Middle Aged; Motivation; New Jersey; New York; Pregnancy; SARS-CoV-2; Social Stigma; Socioeconomic Factors; Washington; Young Adult;",2021,Contraception,10.1016/j.contraception.2021.04.026,"New Jersey, New York, Washington, DC",Washington DC,State Urban,"Godfrey, E. M., Thayer, E. K., Fiastro, A. E., Aiken, A. R. A., & Gomperts, R. (2021). Family medicine provision of online medication abortion in three US states during COVID-19. Contraception, 104(1), 54–60. https://doi.org/10.1016/j.contraception.2021.04.026"
486,Ensuring Equitable COVID-19 Vaccine Allocation in New Hampshire: The First Eight Months toward a New Era,"Selembo, Taylor D.; Talbot, Elizabeth A.; Courtine, Christophe T.; Daly, Elizabeth R.; Hull, Torane W.; Durzy, Kirsten J.",Pharmacy And Pharmacology; COVID-19; public health; vaccine; equity; pandemic; coronavirus; allocation; Pandemics; Coronaviruses; Race factors; COVID-19 vaccines; Morbidity; Vaccines; Minority & ethnic groups; Emergency response; Viral diseases; Ethics; Immunization; United States--US; New Hampshire,2022,Vaccines,10.3390/vaccines10091421,New Hampshire,NA,State,"Selembo, T. D., Talbot, E. A., Courtine, C. T., Daly, E. R., Hull, T. W., & Durzy, K. J. (2022). Ensuring Equitable COVID-19 Vaccine Allocation in New Hampshire: The First Eight Months toward a New Era. Vaccines, 10(9), 1421. https://doi.org/10.3390/vaccines10091421"
17,Association between aqueous atrazine and pediatric cancer in nebraska,"Puvvula, J.; Bartelt-Hunt, S. L.; Ouattara, B. S.; Kolok, A. S.; Bell, J. E.; Rogan, E. G.",Atrazine; Herbicides; Pediatric cancer; Water quality; Watersheds,2021,Water (Switzerland),10.3390/w13192727,Nebraska,NA,NA,"Puvvula, J., Bartelt-Hunt, S. L., Ouattara, B. S., Kolok, A. S., Bell, J. E., & Rogan, E. G. (2021). Association between Aqueous Atrazine and Pediatric Cancer in Nebraska. Water, 13(19), 2727. https://doi.org/10.3390/w13192727"
478,Spatial Exploration of Social Vulnerability and COVID-19-Related Health Outcomes in Mississippi,"Ali, S. M. A.; Sherman-Morris, K.; Ambinakudige, S.",CDC SVI; COVID-19; Health inequality; Spatial autocorrelation; Spatial statistics,2022,Southeastern Geographer,10.1353/sgo.2022.0026,"Mississippi, North Carolina",NA,County State,"Ali, S. M. A., Sherman-Morris, K., & Ambinakudige, S. (2022). Spatial Exploration of Social Vulnerability and COVID-19-Related Health Outcomes in Mississippi. Southeastern Geographer, 62(3), 213–230. https://doi.org/10.1353/sgo.2022.0026"
201,Trends in COVID-19 Vaccine Administration and Effectiveness Through October 2021,"Winkelman, T. N. A.; Rai, N. K.; Bodurtha, P. J.; Chamberlain, A. M.; DeSilva, M.; Jeruzal, J.; Johnson, S. G.; Kharbanda, A.; Klyn, N.; Mink, P. J.; Muscoplat, M.; Waring, S.; Yu, Y.; Drawz, P. E.",2 19-nCoV Vaccine mR-1273; Adult; BNT162 Vaccine; COVID-19[Epidemiology]; COVID-19[Prevention & Control]; COVID-19; COVID-19 Vaccines; Cohort Studies; Humans; Middle Aged; SARS-CoV-2; Viral Vaccines; Young Adult EPK39PL4R4 ; N38TVC63NU,2022,JAMA Network Open,10.1001/jamanetworkopen.2022.5018,Minnesota,NA,State Rural Urban,"Winkelman, T. N. A., Rai, N. K., Bodurtha, P. J., Chamberlain, A. M., DeSilva, M., Jeruzal, J., Johnson, S. G., Kharbanda, A., Klyn, N., Mink, P. J., Muscoplat, M., Waring, S., Yu, Y., & Drawz, P. E. (2022). Trends in COVID-19 Vaccine Administration and Effectiveness Through October 2021. JAMA Network Open, 5(3), e225018. https://doi.org/10.1001/jamanetworkopen.2022.5018"
458,Social vulnerability across the great lakes basin: A county-level comparative and spatial analysis,"Fergen, J. T.; Bergstrom, R. D.",Cluster outlier analysis; Great Lakes Basin; LISA; Social vulnerability; Spatial inequality,2021,Sustainability (Switzerland),10.3390/su13137274,"Michigan, Wisconsin",NA,County Rural Urban,"Fergen, J. T., & Bergstrom, R. D. (2021). Social Vulnerability across the Great Lakes Basin: A County-Level Comparative and Spatial Analysis. Sustainability, 13(13), 7274. https://doi.org/10.3390/su13137274"
42,"Contribution of Individual- and Neighborhood-Level Social, Demographic, and Health Factors to COVID-19 Hospitalization Outcomes","Tipirneni, R.; Karmakar, M.; O'Malley, M.; Prescott, H. C.; Chopra, V.",Adult; COVID-19[Epidemiology]; COVID-19[Therapy]; COVID-19; Cross-Sectional Studies; Hospital Mortality; Hospitalization; Humans; Multiple Organ Failure; Retrospective Studies; SARS-CoV-2,2022,Annals of Internal Medicine,10.7326/M21-2615,Michigan,NA,State Neighborhood,"Tipirneni, R., Karmakar, M., O’Malley, M., Prescott, H. C., & Chopra, V. (2022). Contribution of Individual- and Neighborhood-Level Social, Demographic, and Health Factors to COVID-19 Hospitalization Outcomes. Annals of Internal Medicine, 175(4), 505–512. https://doi.org/10.7326/m21-2615"
469,We the People,"Guevara, Sophia","Libraries -- Michigan; Health Services; Collaboration; COVID-19 -- Diagnosis; Reagent Kits, Diagnostic; Michigan; World Wide Web",2022,Information Today,N/A,Michigan,NA,State,NA
56,Chlamydia Treatment Practices and Time to Treatment in Massachusetts: Directly Observed Therapy Versus Pharmacy Prescriptions,"Platt, L.; Elder, H.; Bassett, I. V.; Molotnikov, L.; Klevens, M.; O’Connor, E.; Leach, D.; Roosevelt, K.; Hsu, K.",directly observed therapy; disease management; pharmacy; primary care; sexually transmitted infections,2021,Journal of Primary Care and Community Health,10.1177/21501327211044060,Massachusetts,NA,NA,"Platt, L., Elder, H., Bassett, I. V., Molotnikov, L., Klevens, M., O’Connor, E., Leach, D., Roosevelt, K., & Hsu, K. (2021). Chlamydia Treatment Practices and Time to Treatment in Massachusetts: Directly Observed Therapy Versus Pharmacy Prescriptions. Journal of Primary Care &amp; Community Health, 12, 215013272110440. https://doi.org/10.1177/21501327211044060"
97,COVID-19 Variant Surveillance and Social Determinants in Central Massachusetts: Development Study,"Shi, Q.; Herbert, C.; Ward, D. V.; Simin, K.; McCormick, B. A.; Ellison Iii, R. T.; Zai, A. H.",NA,2022,JMIR Formative Research,10.2196/37858,Massachusetts,NA,NA,"Shi, Q., Herbert, C., Ward, D. V., Simin, K., McCormick, B. A., Ellison III, R. T., & Zai, A. H. (2022). COVID-19 Variant Surveillance and Social Determinants in Central Massachusetts: Development Study. JMIR Formative Research, 6(6), e37858. https://doi.org/10.2196/37858"
213,The Role of Prenatal Psychosocial Stress in the Associations of a Proinflammatory Diet in Pregnancy With Child Adiposity and Growth Trajectories,"Monthe-Dreze, C.; Aris, I. M.; Rifas-Shiman, S. L.; Shivappa, N.; Hebert, J. R.; Oken, E.; Sen, S.","Pregnancy; Adolescent; Humans; Female; Child, Preschool; Adult; Adiposity; Cohort Studies; Prospective Studies; Pediatric Obesity[Epidemiology]; Pediatric Obesity; Diet; Stress, Psychological[Epidemiology]",2023,JAMA Network Open,10.1001/jamanetworkopen.2022.51367,Massachusetts,NA,Tract Neighborhood,"Monthé-Drèze, C., Aris, I. M., Rifas-Shiman, S. L., Shivappa, N., Hebert, J. R., Oken, E., & Sen, S. (2023). The Role of Prenatal Psychosocial Stress in the Associations of a Proinflammatory Diet in Pregnancy With Child Adiposity and Growth Trajectories. JAMA Network Open, 6(1), e2251367. https://doi.org/10.1001/jamanetworkopen.2022.51367"
241,Social Vulnerability and COVID-19: Changes in Trauma Activations at a Safety-Net Hospital,"Neufeld, M. Y.; Jang, H.; Caron, E.; Golz, R.; Brahmbhatt, T. S.; Sanchez, S. E.",COVID-19[Epidemiology]; COVID-19; Humans; Pandemics[Prevention & Control]; Retrospective Studies; Safety-net Providers; Social Vulnerability,2022,Journal of Surgical Research,10.1016/j.jss.2022.01.033,Massachusetts,NA,Tract State,"Neufeld, M. Y., Jang, H., Caron, E., Golz, R., Brahmbhatt, T. S., & Sanchez, S. E. (2022). Social Vulnerability and COVID-19: Changes in Trauma Activations at a Safety-Net Hospital. Journal of Surgical Research, 276, 100–109. https://doi.org/10.1016/j.jss.2022.01.033"
246,Spatial and Nonspatial Factors Associated with Access to Medication for Opioid Use Disorder among Pregnant Women in Massachusetts,"Joshi, C.; Ho Chui, K. K.; Skeer, M. R.; Stopka, T. J.",Geographic access; medication assisted treatment; opioid treatment program; pregnancy; two step floating catchment area,2022,Substance Use and Misuse,10.1080/10826084.2022.2115852,Massachusetts,NA,Urban Community,"Joshi, C., Ho Chui, K. K., Skeer, M. R., & Stopka, T. J. (2022). Spatial and Nonspatial Factors Associated with Access to Medication for Opioid Use Disorder among Pregnant Women in Massachusetts. Substance Use &amp; Misuse, 57(13), 1904–1917. https://doi.org/10.1080/10826084.2022.2115852"
316,Association of Area-Level Heat and Social Vulnerability With Recurrent Hospitalizations Among Individuals With Rheumatic Conditions,"Santacroce, L.; Dellaripa, P. F.; Costenbader, K. H.; Collins, J.; Feldman, C. H.","Humans; Female; Child, Preschool; Middle Aged; Aged; Male; Hot Temperature; Social Vulnerability; Hospitalization; Comorbidity; Massachusetts",2023,Arthritis care & research,10.1002/acr.25015,Massachusetts,NA,Tract Neighborhood,"Santacroce, L., Dellaripa, P. F., Costenbader, K. H., Collins, J., & Feldman, C. H. (2022). Association of <scp>Area‐Level</scp> Heat and Social Vulnerability With Recurrent Hospitalizations Among Individuals With Rheumatic Conditions. Arthritis Care &amp; Research, 75(1), 22–33. Portico. https://doi.org/10.1002/acr.25015"
